"","Colony","Sample.Name","File.Name","C.CT.mean","D.CT.mean","Ofav.CT.mean","C.CT.sd","D.CT.sd","Ofav.CT.sd","D.SH","tot.SH","tot.SH_c","Log_tot.SH","Log_tot.SH_c","D.Prp","ID","RanA","RanB","Sample.ID","Treatment","Treatment.2","Combo","Notes"
"13","7","7-78","Ofav_Lauren_Plate2.csv",NA,23.4528503418,17.13181627655,NA,0.506199160612446,0.245456502282096,0.0100718401826716,0.0100718401826716,0.0805747214613727,-1.99689117411688,-1.09380118712494,1,"7-78.Ofav_Lauren_Plate2.csv",1,1,"FL16-26","NH4","LPS","NH4 x LPS","replacement"
"14","8","8-13","Ofav_Lauren_Plate2.csv",NA,24.8318014145,16.93412531285,NA,0.0566143443467258,0.0638730431551106,0.00337669846574335,0.00337669846574335,0.0270135877259468,-2.47150771949803,-1.56841773250608,1,"8-13.Ofav_Lauren_Plate2.csv",1,1,"FL16-23","Control","Control","Control x Control","good"
"15","8","8-15","Ofav_Lauren_Plate2.csv",NA,23.6649770737,16.76169908905,NA,0.173295702799478,0.998362409232443,0.00672722481306994,0.00672722481306994,0.0538177985045595,-2.17216405864925,-1.2690740716573,1,"8-15.Ofav_Lauren_Plate2.csv",1,1,"FL16-28","NH4","LPS","NH4 x LPS","ok"
"16","8","8-4","Ofav_Lauren_Plate2.csv",NA,23.7260723114,17.57645643615,NA,0.0323229239318675,0.822353123773241,0.0113425536690761,0.0113425536690761,0.090740429352609,-1.94528915712446,-1.04219917013251,1,"8-4.Ofav_Lauren_Plate2.csv",1,1,"FL16-29","NH4","LPS","NH4 x LPS","ok"
"17","4","4-61","Ofav_Lauren_Plate3.csv",NA,23.984711647,15.73887003325,NA,0.140827119396171,0.00603812615519715,0.00265267483803142,0.00265267483803142,0.00530534967606284,-2.57631598209584,-2.27528598643186,1,"4-61.Ofav_Lauren_Plate3.csv",1,1,"FL16-37","NH4","Inhibitor","NH4 x Inhibitor","ok"
"18","6","6-38","Ofav_Lauren_Plate3.csv",NA,23.8937959671,15.3093484726,NA,0.0214888236179871,0.178879317332739,0.00209774884715039,0.00209774884715039,0.00629324654145117,-2.67824650890981,-2.20112525419015,1,"6-38.Ofav_Lauren_Plate3.csv",1,1,"FL16-44","Control","Control","Control x Control","epoxy"
"19","7","7-39","Ofav_Lauren_Plate3.csv",34.0059398193,24.4330883026,15.060729393,NA,1.19846755376601,0.271365012902312,0.00121497829968993,0.00121497829968993,0.00971982639751942,-2.91543147878096,-2.01234149178902,1,"7-39.Ofav_Lauren_Plate3.csv",1,1,"FL16-34","Control","Inhibitor","Control x Inhibitor","epoxy"
"20","7","7-64","Ofav_Lauren_Plate3.csv",NA,23.5635585785,17.53772962955,NA,0.182317151426086,0.819485789370655,0.0123587464029892,0.0123587464029892,0.0988699712239135,-1.90802557923711,-1.00493559224517,1,"7-64.Ofav_Lauren_Plate3.csv",1,1,"FL16-47","NH4","Control","NH4 x Control","okish"
"21","7","7-75","Ofav_Lauren_Plate3.csv",NA,23.60708236695,17.15110910795,NA,0.0298116460071662,0.340097419157059,0.00917250761489412,0.00917250761489412,0.0733800609191529,-2.03751191902635,-1.1344219320344,1,"7-75.Ofav_Lauren_Plate3.csv",1,1,"FL16-35","NH4","Inhibitor","NH4 x Inhibitor","replacement"
"22","7","7-76","Ofav_Lauren_Plate3.csv",NA,23.3163356781,16.04980028535,NA,0.0207456903119822,0.517667149558038,0.00522979379395202,0.00522979379395202,0.0418383503516161,-2.2815154346345,-1.37842544764255,1,"7-76.Ofav_Lauren_Plate3.csv",1,1,"FL16-45","NH4","Control","NH4 x Control","replacement"
"23","8","8-18","Ofav_Lauren_Plate3.csv",36.0698016663,23.7020349503,16.46153772735,NA,0.170422973596414,0.303963071446344,0.00532503952307003,0.00532503952307003,0.0426003161845603,-2.27367716449251,-1.37058717750056,1,"8-18.Ofav_Lauren_Plate3.csv",1,1,"FL16-41","Control","Inhibitor","Control x Inhibitor","good"
"24","8","8-27","Ofav_Lauren_Plate3.csv",35.4169200439,24.3374633789,16.46399248505,NA,0.183927498166204,0.00783189597009164,0.00343382986981777,0.00343382986981777,0.0274706389585421,-2.46422122589895,-1.561131238907,1,"8-27.Ofav_Lauren_Plate3.csv",1,1,"FL16-48","Control","Control","Control x Control","good"
"25","4","4-65","Ofav_Lauren_Plate4.csv",NA,23.68112945555,16.0557082977,NA,0.0538157935441453,0.273273422262684,0.00407801843823944,0.00407801843823944,0.00815603687647889,-2.38955081494642,-2.08852081928244,1,"4-65.Ofav_Lauren_Plate4.csv",1,1,"FL16-58","NH4","Control","NH4 x Control","ok"
"26","4","4-70","Ofav_Lauren_Plate4.csv",35.1911738892,24.9015789032,15.29465330505,NA,0.279296712681218,0.0864866818946065,0.00103265894663156,0.00103265894663156,0.00206531789326312,-2.98604308801808,-2.6850130923541,1,"4-70.Ofav_Lauren_Plate4.csv",2,1,"FL16-63","Control","LPS","Control x LPS","good"
"27","4","4-72","Ofav_Lauren_Plate4.csv",33.9786189575,24.4698982239,15.8532899704,NA,0.174065809966442,0.0898139227196087,0.00205150291288065,0.00205150291288065,0.0041030058257613,-2.68792786205213,-2.38689786638815,1,"4-72.Ofav_Lauren_Plate4.csv",1,1,"FL16-57","Control","Control","Control x Control","good"
"28","6","6-27","Ofav_Lauren_Plate4.csv",NA,23.1664838791,15.64964331055,NA,0.0235820046471875,0.336694651196098,0.00439678469593425,0.00439678469593425,0.0131903540878027,-2.35686480062024,-1.87974354590058,1,"6-27.Ofav_Lauren_Plate4.csv",2,1,"FL16-64","Control","LPS","Control x LPS","epoxy"
"29","7","7-43","Ofav_Lauren_Plate4.csv",NA,23.24447822575,16.17226446535,NA,0.172053550873673,0.0723172485550093,0.00598385698811789,0.00598385698811789,0.0478708559049431,-2.22301879449076,-1.31992880749882,1,"7-43.Ofav_Lauren_Plate4.csv",1,1,"FL16-59","Control","Control","Control x Control","epoxy"
"30","7","7-53","Ofav_Lauren_Plate4.csv",NA,23.42560291295,16.5233196106,NA,0.0556810445007054,0.0421333614563935,0.00673186457305968,0.00673186457305968,0.0538549165844774,-2.17186462944079,-1.26877464244885,1,"7-53.Ofav_Lauren_Plate4.csv",1,1,"FL16-52","NH4","LPS","NH4 x LPS","okish"
"31","7","7-62","Ofav_Lauren_Plate4.csv",NA,23.97566986085,15.56296385195,NA,0.200152349002382,0.275889898584543,0.0023629407379487,0.0023629407379487,0.0189035259035896,-2.62654717024432,-1.72345718325237,1,"7-62.Ofav_Lauren_Plate4.csv",1,1,"FL16-60","Control","Control","Control x Control","epoxy"
"32","8","8-10","Ofav_Lauren_Plate4.csv",NA,24.46174621585,16.58521212005,NA,0.193257798943308,0.137174842089953,0.00342654672595318,0.00342654672595318,0.0274123738076255,-2.46514334156867,-1.56205335457673,1,"8-10.Ofav_Lauren_Plate4.csv",1,1,"FL16-53","Control","LPS","Control x LPS","good"
"33","8","8-35","Ofav_Lauren_Plate4.csv",NA,23.3852005005,17.38206995395,NA,0.0222373515830437,0.0547774160573071,0.0125547283654276,0.0125547283654276,0.100437826923421,-1.90119267926106,-0.998102692269116,1,"8-35.Ofav_Lauren_Plate4.csv",1,1,"FL16-49","NH4","Control","NH4 x Control","ok"
"34","8","8-37","Ofav_Lauren_Plate4.csv",NA,24.07807922365,15.85861338045,NA,0.292106657220004,0.232808401545466,0.00270161784323149,0.00270161784323149,0.0216129427458519,-2.56837608400154,-1.66528609700959,1,"8-37.Ofav_Lauren_Plate4.csv",1,1,"FL16-54","Control","LPS","Control x LPS","good"
"35","8","8-8","Ofav_Lauren_Plate4.csv",NA,22.65375995635,16.00665796665,NA,0.0534853622624538,0.0598026690948155,0.00803438428094218,0.00803438428094218,0.0642750742475375,-2.09504740000023,-1.19195741300829,1,"8-8.Ofav_Lauren_Plate4.csv",1,1,"FL16-55","NH4","LPS","NH4 x LPS","ok"
"36","4","4-63","Ofav_Lauren_Plate5.csv",NA,23.8066253662,16.92868269345,NA,0.0796703563010213,0.243464473585048,0.00684640569162428,0.00684640569162428,0.0136928113832486,-2.16453736981784,-1.86350737415386,1,"4-63.Ofav_Lauren_Plate5.csv",1,1,"FL16-8","NH4","Control","NH4 x Control","ok"
"37","4","4-66","Ofav_Lauren_Plate5.csv",NA,23.721534729,15.02746237185,NA,0.200376233080729,0.0483400750204132,0.0019442545284455,0.0019442545284455,0.00388850905689101,-2.711246880838,-2.41021688517402,1,"4-66.Ofav_Lauren_Plate5.csv",2,1,"FL16-71","Control","LPS","Control x LPS","good"
"38","4","4-67","Ofav_Lauren_Plate5.csv",NA,23.4039144516,16.0889686432,NA,0.0257749895559146,0.411703903208925,0.00505721687177671,0.00505721687177671,0.0101144337435534,-2.29608842184771,-1.99505842618373,1,"4-67.Ofav_Lauren_Plate5.csv",1,1,"FL16-72","NH4","LPS","NH4 x LPS","ok"
"39","6","6-23","Ofav_Lauren_Plate5.csv",NA,22.54703044895,15.36263788605,NA,0.113319051495364,0.13623345004322,0.00553620318796757,0.00553620318796757,0.0166086095639027,-2.25678797892093,-1.77966672420126,1,"6-23.Ofav_Lauren_Plate5.csv",1,1,"FL16-66","NH4","LPS","NH4 x LPS","affected but ok"
"40","6","6-30","Ofav_Lauren_Plate5.csv",NA,22.8190383911,16.19297731785,NA,0.0218705054334935,0.112299434912436,0.00815242002321001,0.00815242002321001,0.02445726006963,-2.08871345301252,-1.61159219829286,1,"6-30.Ofav_Lauren_Plate5.csv",1,1,"FL16-67","NH4","LPS","NH4 x LPS","affected but ok"
"41","6","6-97","Ofav_Lauren_Plate5.csv",NA,23.2637748718,16.47449339295,NA,0.0306990901198446,0.581192228365267,0.00728035084897534,0.00728035084897534,0.021841052546926,-2.13784769100256,-1.6607264362829,1,"6-97.Ofav_Lauren_Plate5.csv",1,1,"FL16-65","NH4","LPS","NH4 x LPS","replacement"
"42","7","7-28","Ofav_Lauren_Plate5.csv",NA,23.1669340134,15.50169123075,NA,0.0207794078503163,0.302886809529123,0.00396699525962475,0.00396699525962475,0.031735962076998,-2.40153831848729,-1.49844833149535,1,"7-28.Ofav_Lauren_Plate5.csv",1,1,"FL16-75","Control","LPS","Control x LPS","epoxy"
"43","7","7-80","Ofav_Lauren_Plate5.csv",NA,23.4298667908,15.7441285934,NA,0.0161897846330803,0.0422668827328304,0.00391103720105186,0.00391103720105186,0.0312882976084149,-2.40770805310062,-1.50461806610867,1,"7-80.Ofav_Lauren_Plate5.csv",1,1,"FL16-68","Control","LPS","Control x LPS","epoxy"
"44","7","7-81","Ofav_Lauren_Plate5.csv",NA,22.78042888645,15.3553775635,NA,0.0149584223082295,0.0186740884846867,0.00468561407496148,0.00468561407496148,0.0374849125996918,-2.32923348441528,-1.42614349742333,1,"7-81.Ofav_Lauren_Plate5.csv",1,1,"FL16-69","NH4","LPS","NH4 x LPS","replacement"
"45","8","8-22","Ofav_Lauren_Plate5.csv",NA,23.8587188721,17.1278146591,NA,0.139814246349191,0.289124683342649,0.00758098464656842,0.00758098464656842,0.0606478771725473,-2.12027438291686,-1.21718439592492,1,"8-22.Ofav_Lauren_Plate5.csv",1,1,"FL16-76","Control","LPS","Control x LPS","good"
"46","6","6-1","Ofav_Lauren_Plate6.csv",34.7761577148,24.4520893097,15.13103235625,NA,0.0396922160085968,0.912773961051469,0.00125896004941118,0.00126206256089031,0.00378618768267094,-2.89891911642625,-2.42179786170659,0.997541713402111,"6-1.Ofav_Lauren_Plate6.csv",2,1,"FL16-77","Control","LPS","Control x LPS","good"
"47","6","6-118","Ofav_Lauren_Plate6.csv",NA,23.0504179001,15.47541750335,NA,0.0799198657169878,1.06230423598756,0.00422306092135757,0.00424594859475704,0.0127378457842711,-2.37202526809477,-1.89490401337511,0.99460952649598,"6-118.Ofav_Lauren_Plate6.csv",2,1,"FL16-20","NH4","Control","NH4 x Control","replacement"
"48","6","6-119A","Ofav_Lauren_Plate6.csv",34.1648067017,22.61602687835,15.95277918245,NA,0.240409670042681,0.13886611083722,0.00794496993543253,0.00804890698727859,0.0241467209618358,-2.09426309126228,-1.61714183654261,0.987086811661466,"6-119A.Ofav_Lauren_Plate6.csv",2,1,"FL16-2","NH4","Inhibitor","NH4 x Inhibitor","replacement"
"49","6","6-119B","Ofav_Lauren_Plate6.csv",29.40966353605,23.52677059175,15.53547800445,3.99944999948164,1.6261009426618,1.08328729752051,0.00316454233664397,0.00330797846936141,0.00992393540808424,-2.48043732580267,-2.00331607108301,0.956639339087014,"6-119B.Ofav_Lauren_Plate6.csv",2,1,"FL16-74","NH4","LPS","NH4 x LPS","replacement"
"50","6","6-37","Ofav_Lauren_Plate6.csv",NA,23.65496730805,15.7719034042,NA,0.00169801221250372,0.374033387229284,0.00341107281579198,0.00343464487814647,0.0103039346344394,-2.46411815974976,-1.9869969050301,0.99313697247,"6-37.Ofav_Lauren_Plate6.csv",2,1,"FL16-3","NH4","Inhibitor","NH4 x Inhibitor","old tissue loss"
"51","6","6-39","Ofav_Lauren_Plate6.csv",NA,23.79310035705,15.3664268341,NA,0.293781741565841,0.206240376955919,0.00234017421101166,0.00243600566614805,0.00730801699844414,-2.61332170586922,-2.13620045114956,0.960660413697675,"6-39.Ofav_Lauren_Plate6.csv",2,1,"FL16-32","NH4","Inhibitor","NH4 x Inhibitor","ok"
"52","6","6-44","Ofav_Lauren_Plate6.csv",NA,23.5876464844,16.0542005386,NA,0.111923147826696,0.654058397409127,0.00434646796168246,0.00434646796168246,0.0130394038850474,-2.36186351726181,-1.88474226254215,1,"6-44.Ofav_Lauren_Plate6.csv",2,1,"FL16-9","Control","Control","Control x Control","epoxy"
"53","6","6-50","Ofav_Lauren_Plate6.csv",NA,24.51908779145,15.07545793915,NA,0.0927540867872074,0.146877383746373,0.00115641530175614,0.00116199336146062,0.00348598008438187,-2.93479635308963,-2.45767509836996,0.995199576960169,"6-50.Ofav_Lauren_Plate6.csv",2,1,"FL16-31","Control","Inhibitor","Control x Inhibitor","epoxy"
"54","6","6-7","Ofav_Lauren_Plate6.csv",NA,23.2981081009,16.40750444795,NA,0.221244655068195,0.175256711358431,0.00678658503895014,0.00703492807035325,0.0211047842110598,-2.15274033871372,-1.67561908399406,0.964698568497142,"6-7.Ofav_Lauren_Plate6.csv",2,1,"FL16-15","NH4","Inhibitor","NH4 x Inhibitor","affected but ok"
"55","6","6-99","Ofav_Lauren_Plate6.csv",NA,25.08596801755,16.19999445345,NA,0.430634244574817,0.465642428428551,0.00170210010955178,0.00173025783009818,0.00519077349029455,-2.76188917672917,-2.28476792200951,0.983726286304505,"6-99.Ofav_Lauren_Plate6.csv",3,1,"FL16-11","NH4","Control","NH4 x Control","ok"
"56","4","4-49","Ofav_Lauren_Plate7.csv",NA,24.5944232941,15.74984777835,NA,0.0753814930335642,0.574999001802437,0.0017516492762557,0.0017516492762557,0.00350329855251139,-2.75655284601878,-2.4555228503548,1,"4-49.Ofav_Lauren_Plate7.csv",2,1,"FL16-43","Control","Control","Control x Control","good"
"57","4","4-54","Ofav_Lauren_Plate7.csv",NA,23.7776451111,14.89905775455,NA,0.0135598213100292,0.427035915202653,0.001710836746261,0.00171156136143796,0.00342312272287593,-2.76660752629169,-2.46557753062771,0.999576634999312,"4-54.Ofav_Lauren_Plate7.csv",3,1,"FL16-14","NH4","Inhibitor","NH4 x Inhibitor","ok"
"58","4","4-62","Ofav_Lauren_Plate7.csv",NA,24.73725795745,14.96261728665,NA,0.357711430125954,0.328466237673835,0.000919326214986827,0.000919751574929604,0.00183950314985921,-3.03632945983535,-2.73529946417137,0.999537527355895,"4-62.Ofav_Lauren_Plate7.csv",3,1,"FL16-70","Control","LPS","Control x LPS","good"
"59","4","4-69","Ofav_Lauren_Plate7.csv",NA,24.4633960724,14.9546102371,NA,0.381789756063417,0.631394856871292,0.0011053502768848,0.00110739471440543,0.00221478942881085,-2.95569755370654,-2.65466755804256,0.998153831245509,"4-69.Ofav_Lauren_Plate7.csv",3,1,"FL16-73","NH4","LPS","NH4 x LPS","ok"
"60","6","6-47","Ofav_Lauren_Plate7.csv",34.7654727478,23.6508283615,14.91409910585,NA,0.107438723148036,0.782879396971806,0.00188760932088072,0.00188760932088072,0.00566282796264215,-2.7240878868085,-2.24696663208883,1,"6-47.Ofav_Lauren_Plate7.csv",2,1,"FL16-50","Control","LPS","Control x LPS","epoxy"
"61","7","7-37","Ofav_Lauren_Plate7.csv",NA,23.4874973297,14.96343458555,NA,0.0120061199042016,0.111397155204511,0.00218741462880701,0.00218741462880701,0.0174993170304561,-2.66006888777378,-1.75697890078183,1,"7-37.Ofav_Lauren_Plate7.csv",1,1,"FL16-33","Control","Inhibitor","Control x Inhibitor","epoxy"
"62","7","7-40","Ofav_Lauren_Plate7.csv",NA,24.29298114775,16.20806635285,NA,0.112080945705274,0.488376101372579,0.0029657040993512,0.0029657040993512,0.0237256327948096,-2.5278721825152,-1.62478219552326,1,"7-40.Ofav_Lauren_Plate7.csv",2,1,"FL16-12","Control","Control","Control x Control","epoxy"
"63","8","8-24","Ofav_Lauren_Plate7.csv",35.1435855408,24.2329483032,17.12364614865,NA,0.325983282486989,0.17102853949027,0.00583198618283726,0.00583198618283726,0.0466558894626981,-2.23418351362092,-1.33109352662898,1,"8-24.Ofav_Lauren_Plate7.csv",2,1,"FL16-36","Control","Inhibitor","Control x Inhibitor","good"
"64","8","8-7","Ofav_Lauren_Plate7.csv",NA,25.2796211243,17.9847949829,NA,0.101721587479762,0.283307743936272,0.00512823834203496,0.00512823834203496,0.0410259067362797,-2.29003179857794,-1.38694181158599,1,"8-7.Ofav_Lauren_Plate7.csv",2,1,"FL16-17","NH4","Inhibitor","NH4 x Inhibitor","ok"
"65","4","4-42","Ofav_Lauren_Plate8c.csv",30.8736575623,27.1256084442,18.28375471495,NA,0.00329622068690714,0.0893432266962437,0.00175495705463952,0.00175495705463952,0.00350991410927904,-2.75573350664048,-2.4547035109765,1,"4-42.Ofav_Lauren_Plate8c.csv",3,1,"FL16-56","Control","Control","Control x Control","good"
"66","4","4-71","Ofav_Lauren_Plate8c.csv",NA,25.8532028198,18.1554159012,NA,0.176488073683285,0.0545130710460963,0.00387851004359439,0.00387851004359439,0.00775702008718877,-2.41133507959121,-2.11030508392723,1,"4-71.Ofav_Lauren_Plate8c.csv",3,1,"FL16-38","NH4","Inhibitor","NH4 x Inhibitor","ok"
"67","6","6-109","Ofav_Lauren_Plate8c.csv",NA,27.03266334535,19.5603174057,NA,0.456022157373328,0.197782684625539,0.00453450011580292,0.00453450011580292,0.0136035003474088,-2.34347058267541,-1.86634932795574,1,"6-109.Ofav_Lauren_Plate8c.csv",3,1,"FL16-10","NH4","Control","NH4 x Control","old tissue loss"
"68","6","6-21","Ofav_Lauren_Plate8c.csv",NA,25.08662319185,18.37103117375,NA,0.165095611944361,0.0138079819198132,0.00766187472935668,0.00766187472935668,0.0229856241880701,-2.11566495295251,-1.63854369823285,1,"6-21.Ofav_Lauren_Plate8c.csv",3,1,"FL16-25","Control","LPS","Control x LPS","epoxy"
"69","7","7-48","Ofav_Lauren_Plate8c.csv",NA,24.79802799225,17.27654779815,NA,0.0921363826276367,0.346627820396108,0.00438266759740877,0.00438266759740877,0.0350613407792702,-2.35826146707944,-1.4551714800875,1,"7-48.Ofav_Lauren_Plate8c.csv",2,1,"FL16-51","Control","LPS","Control x LPS","epoxy"
"70","7","7-66","Ofav_Lauren_Plate8c.csv",NA,25.70425128935,19.11364401245,NA,0.300270333136553,0.340225545633018,0.00835524526857002,0.00835524526857002,0.0668419621485602,-2.07804079685101,-1.17495080985907,1,"7-66.Ofav_Lauren_Plate8c.csv",2,1,"FL16-22","NH4","Control","NH4 x Control","affected but ok"
"71","7","7-77","Ofav_Lauren_Plate8c.csv",NA,24.2742214203,18.25666750335,NA,0.229041484835194,0.121065979464019,0.0124298375752265,0.0124298375752265,0.0994387006018119,-1.90553454639003,-1.00244455939809,1,"7-77.Ofav_Lauren_Plate8c.csv",2,1,"FL16-46","NH4","Control","NH4 x Control","replacement"
"72","8","8-28","Ofav_Lauren_Plate8c.csv",NA,24.8385629654,19.55469454195,NA,0.014429732215096,0.461663765976356,0.020669348818916,0.020669348818916,0.165354790551328,-1.684673205463,-0.781583218471057,1,"8-28.Ofav_Lauren_Plate8c.csv",2,1,"FL16-62","NH4","Control","NH4 x Control","ok"
"73","8","8-3","Ofav_Lauren_Plate8c.csv",NA,28.50472640995,20.96268118285,NA,0.454290427693202,0.515286695509537,0.00432063760390057,0.00432063760390057,0.0345651008312045,-2.36445215887426,-1.46136217188232,1,"8-3.Ofav_Lauren_Plate8c.csv",2,1,"FL16-13","Control","Control","Control x Control","good"
"74","8","8-30","Ofav_Lauren_Plate8c.csv",NA,26.8140039444,21.2503503647,NA,0.0818053471399823,0.0204017720998124,0.0170256252590967,0.0170256252590967,0.136205002072774,-1.76889692983578,-0.86580694284384,1,"8-30.Ofav_Lauren_Plate8c.csv",2,1,"FL16-61","NH4","Control","NH4 x Control","ok"
"75","6","6-34","Ofav_Lauren_ReRuns.csv",30.91933284,22.78457546235,14.40417612455,1.46382680938669,0.183583579883322,0.0418703651806582,0.0024164516328232,0.00241696748275692,0.00725090244827076,-2.61672919243647,-2.13960793771681,0.999786571421667,"6-34.Ofav_Lauren_ReRuns.csv",2,1,"FL16-39","Control","Inhibitor","Control x Inhibitor","epoxy"
"76","8","8-17","Ofav_Lauren_ReRuns.csv",31.9219344635,24.22131824495,17.13081110385,1.96659487944174,0.0451099405332723,0.0275714567710481,0.00590846067309621,0.00591016482825152,0.0472813186260122,-2.22840040693568,-1.32531041994374,0.999711656915698,"8-17.Ofav_Lauren_ReRuns.csv",2,1,"FL16-40","Control","Inhibitor","Control x Inhibitor","good"
"77","8","8-32","Ofav_Lauren_ReRuns.csv",32.9321139832,23.2810297012,16.05565966035,NA,0.453148079505498,0.128332770473121,0.00538116824958175,0.00538116824958175,0.043049345996654,-2.26912342893053,-1.36603344193859,1,"8-32.Ofav_Lauren_ReRuns.csv",2,1,"FL16-42","NH4","Inhibitor","NH4 x Inhibitor","ok"
